Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,Record Status
ACAD,Bird,Suliformes,Phalacrocoracidae,83419,Phalacrocorax auritus,,"Double-crested Cormorant, Northern Double-crested Cormorant",Present,,Abundant,Native,,Approved
ACAD,Bird,Suliformes,Phalacrocoracidae,83417,Phalacrocorax carbo,,"European Cormorant, Great Cormorant",Unconfirmed,,,Native,,Approved
ACAD,Bird,Suliformes,Sulidae,83414,Morus bassanus,,"Gannet, Northern Gannet",Unconfirmed,,,Native,,Approved
ACAD,Reptile,Squamata,Colubridae,79719,Diadophis punctatus,,"Northern Ringneck Snake, Ringneck Snake, Ring-necked Snake",Present,,Common,Native,,Approved
ACAD,Reptile,Squamata,Colubridae,79751,Lampropeltis triangulum,,"Eastern Milk Snake, Milk Snake, Northern Milk Snake, Spotted Adder",Present,,Common,Native,,Approved
ACAD,Reptile,Squamata,Colubridae,289198,Liochlorophis vernalis,,"Eastern Smooth Green Snake, Smooth Green Snake, Smooth-scaled Green Snake",Present,,Common,Native,,Approved
ACAD,Reptile,Squamata,Colubridae,79020,Storeria occipitomaculata,,"Red-bellied Snake, Redbelly Snake",Present,,Common,Native,,Approved
ACAD,Reptile,Squamata,Colubridae,79025,Thamnophis sirtalis,,"Common Garter Snake, Eastern Garter Snake, Garter Snake",Present,,Common,Native,,Approved
ACAD,Reptile,Testudines,Chelydridae,76856,Chelydra serpentina,,"Common Snapping Turtle, Snapping Turtle",Present,,Common,Native,,Approved
ACAD,Reptile,Testudines,Emydidae,76890,Chrysemys picta,,"Central Painted Turtle, Eastern Painted Turtle, Midland Painted Turtle, Painted Turtle",Present,,Common,Non-native,,Approved
ACAD,Reptile,Testudines,Emydidae,76878,Clemmys insculpta,,Wood Turtle,Unconfirmed,,,Non-native,,Approved
ACAD,Reptile,Testudines,Emydidae,76896,Emydoidea blandingii,,Blanding's Turtle,Unconfirmed,,,Non-native,,Approved
ACAD,Reptile,Testudines,Emydidae,76882,Terrapene carolina,,"Box Turtle, Common Box Turtle, Eastern Box Turtle",Unconfirmed,,,Non-native,,Approved
ACAD,Reptile,Testudines,Kinosternidae,76862,Sternotherus odoratus,,"Common Musk Turtle, Mud Turtle, Musk Turtle, Stinkpot",Not In Park,False Report,,Unknown,,Approved
ACAD,Amphibian,Anura,Bufonidae,83313,Bufo americanus,,"American Toad, Common Toad",Present,,Uncommon,Native,,Approved
ACAD,Amphibian,Anura,Hylidae,74972,Hyla versicolor,,"Gray Treefrog, Rain Toad, Tree Toad",Not In Park,Historical,,Unknown,,Approved
ACAD,Amphibian,Anura,Hylidae,118889,Pseudacris crucifer,,Spring Peeper,Present,,Abundant,Native,,Approved
ACAD,Amphibian,Anura,Ranidae,83278,Rana catesbeiana,,Bullfrog,Present,,Common,Native,,Approved
ACAD,Amphibian,Anura,Ranidae,83274,Rana clamitans,,"Green Frog, Spring Frog",Present,,Common,Native,,Approved
ACAD,Amphibian,Anura,Ranidae,83271,Rana palustris,,Pickerel Frog,Present,,Abundant,Native,,Approved
ACAD,Amphibian,Anura,Ranidae,83280,Rana pipiens,,"Common Frog, Leopard Frog, Meadow Frog, Northern Leopard Frog",Not In Park,Historical,,Unknown,,Approved
ACAD,Amphibian,Anura,Ranidae,83277,Rana sylvatica,,Wood Frog,Present,,Common,Native,,Approved
ACAD,Amphibian,Caudata,Ambystomatidae,75881,Ambystoma laterale,,Blue-spotted Salamander,Unconfirmed,,,Non-native,,Approved
ACAD,Amphibian,Caudata,Ambystomatidae,75872,Ambystoma maculatum,,Spotted Salamander,Present,,Common,Native,,Approved
ACAD,Amphibian,Caudata,Plethodontidae,75920,Desmognathus fuscus,,"Dusky Salamander, Northern Dusky Salamander",Present,,Common,Native,,Approved
ACAD,Amphibian,Caudata,Plethodontidae,76781,Eurycea bislineata,,"Northern Two-lined Salamander, Two-lined Salamander",Present,,Common,Native,,Approved
ACAD,Amphibian,Caudata,Plethodontidae,76773,Hemidactylium scutatum,,Four-toed Salamander,Present,,Common,Native,,Approved
ACAD,Amphibian,Caudata,Plethodontidae,75937,Plethodon cinereus,,"Eastern Red-backed Salamander, Northern Redback Salamander, Red-backed Salamander",Not In Park,Historical,,Native,,Approved
ACAD,Amphibian,Caudata,Salamandridae,75900,Notophthalmus viridescens,,"Common Newt, Eastern Newt, Ebbet, Red Eft, Red-spotted Newt",Present,,Uncommon,Native,,Approved
ACAD,Fish,Anguilliformes,Anguillidae,65066,Anguilla rostrata,,"American Eel, Common Eel, Eel",Present,,Abundant,Native,,Approved
ACAD,Fish,Atheriniformes,Atherinopsidae,71574,Menidia menidia,,Atlantic Silverside,Present,,Unknown,Native,,Approved
ACAD,Fish,Clupeiformes,Clupeidae,69729,Alosa pseudoharengus,,Alewife,Present,,Common,Native,,Approved
ACAD,Fish,Clupeiformes,Clupeidae,69758,Brevoortia tyrannus,,Menhaden,Present,,Unknown,Unknown,,Approved
ACAD,Fish,Clupeiformes,Clupeidae,69747,Clupea harengus,,Atlantic Herring,Present,,Unknown,Unknown,,Approved
ACAD,Fish,Cypriniformes,Catostomidae,65705,Catostomus commersoni,,"Common Sucker, White Sucker",Present,,Common,Native,,Approved
ACAD,Fish,Cypriniformes,Leuciscidae,64300,Luxilus cornutus,,Common Shiner,Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Cypriniformes,Leuciscidae,70817,Notemigonus crysoleucas,,Golden Shiner,Present,,Abundant,Native,,Approved
ACAD,Fish,Cypriniformes,Leuciscidae,72942,Phoxinus eos,,"Northern Redbelly Dace, Red-bellied Dace",Present,,Common,Native,,Approved
ACAD,Fish,Cypriniformes,Leuciscidae,72055,Pimephales promelas,,Fathead Minnow,Not In Park,Historical,,Unknown,,Approved
ACAD,Fish,Cypriniformes,Leuciscidae,70826,Semotilus atromaculatus,,Creek Chub,Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Cypriniformes,Leuciscidae,70825,Semotilus corporalis,,Fallfish,Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Cyprinodontiformes,Fundulidae,68911,Fundulus diaphanus,,"Banded Killifish, Top Minnow",Present,,Abundant,Native,,Approved
ACAD,Fish,Cyprinodontiformes,Fundulidae,68912,Fundulus heteroclitus,,"Common Mummichog, Mummichog",Present,,Unknown,Unknown,,Approved
ACAD,Fish,Cyprinodontiformes,Fundulidae,68914,Fundulus majalis,,Striped Mummichog,Present,,Unknown,Unknown,,Approved
ACAD,Fish,Esociformes,Esocidae,73564,Esox niger,,"Chain pickerel, Common Pickerel",Present,,Common,Non-native,,Approved
ACAD,Fish,Gadiformes,Gadidae,73195,Pollachius virens,,Pollock,Present,,Unknown,Unknown,,Approved
ACAD,Fish,Gasterosteiformes,Gasterosteidae,74166,Apeltes quadracus,,Fourspine Stickleback,Present,,Uncommon,Native,,Approved
ACAD,Fish,Gasterosteiformes,Gasterosteidae,74131,Gasterosteus aculeatus,,"Brook Stickleback, Threespine Stickleback, Three-spined Stickleback",Present,,Common,Native,,Approved
ACAD,Fish,Gasterosteiformes,Gasterosteidae,74153,Gasterosteus wheatlandi,,"Blackspotted Stickleback, Twospine Stickleback",Present,,Unknown,Unknown,,Approved
ACAD,Fish,Gasterosteiformes,Gasterosteidae,74155,Pungitius pungitius,,"Ninespine Stickleback, Ninespined Stickleback",Present,,Common,Native,,Approved
ACAD,Fish,Osmeriformes,Osmeridae,72647,Osmerus mordax,,"Common Smelt, Rainbow Smelt, Smelt",Present,,Common,Native,,Approved
ACAD,Fish,Perciformes,Centrarchidae,72224,Lepomis auritus,,Redbreast Sunfish,Present,,Uncommon,Unknown,,Approved
ACAD,Fish,Perciformes,Centrarchidae,72238,Lepomis gibbosus,,"Common Sunfish, Pumpkinseed, Pumpkinseed Sunfish",Present,,Abundant,Native,,Approved
ACAD,Fish,Perciformes,Centrarchidae,257905,Micropterus dolomieu,,"Small Mouthed Black-bass, Smallmouth Bass, Small-mouthed Bass",Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Perciformes,Centrarchidae,72256,Micropterus salmoides,,Largemouth Bass,Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Perciformes,Labridae,82113,Tautogolabrus adspersus,,Cunner,Unconfirmed,,,Unknown,,Approved
ACAD,Fish,Perciformes,Moronidae,74701,Morone americana,,White Perch,Present,,Uncommon,Native,,Approved
ACAD,Fish,Perciformes,Percidae,73402,Perca flavescens,,Yellow Perch,Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Pleuronectiformes,Pleuronectidae,79875,Limanda ferruginea,,Yellowtail,Present,,Unknown,Unknown,,Approved
ACAD,Fish,Salmoniformes,Salmonidae,71731,Coregonus clupeaformis,,"Great Lakes Whitefish, Lake Whitefish",Not In Park,Historical,,Non-native,,Approved
ACAD,Fish,Salmoniformes,Salmonidae,71783,Oncorhynchus mykiss,,"Kamloops Trout, Rainbow Trout, Steelhead Trout, Steel-head Trout",Not In Park,Historical,,Non-native,,Approved
ACAD,Fish,Salmoniformes,Salmonidae,71791,Salmo salar,,"Atlantic Salmon, Landlocked Salmon",Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Salmoniformes,Salmonidae,71792,Salmo trutta,,"Brown Trout, Loch Leven Brown Trout, Scotch Sea-trout",Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Salmoniformes,Salmonidae,71799,Salvelinus alpinus,,"Arctic Char, Golden Trout, Silver Trout, Sunapee Char, Sunapee Trout",Not In Park,Historical,,Non-native,,Approved
ACAD,Fish,Salmoniformes,Salmonidae,71801,Salvelinus fontinalis,,"Brook Trout, Native Brook Trout",Present,,Common,Native,,Approved
ACAD,Fish,Salmoniformes,Salmonidae,71800,Salvelinus namaycush,,"Lake Trout, Togue",Present,,Uncommon,Non-native,,Approved
ACAD,Fish,Siluriformes,Ictaluridae,66273,Ameiurus nebulosus,,Brown Bullhead,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,,,734502,Dryopteris cristata x intermedia,,Boott's Wood Fern,Not In Park,Historical,,Native,,In Review
ACAD,Vascular Plant,,,734501,Drypoteris cristata x marginalis,,Crested Wood Fern,Unconfirmed,,,Native,,In Review
ACAD,Vascular Plant,,,734494,Glyceria x laxa,,Rattlesnake Grass,Present,,Uncommon,Native,,In Review
ACAD,Vascular Plant,,,734495,Hypericum x dissimulatum,,St. Johnswort,Unconfirmed,,,Native,,In Review
ACAD,Vascular Plant,,,669666,Panicum acuminatum ssp. fasciculatum,,Panic Grass,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,,,669668,Panicum acuminatum ssp. implicatum,,Panic Grass,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,,,734496,Panicum acuminatum ssp. lindheimeri,,Panic Grass,Unconfirmed,,,Native,,In Review
ACAD,Vascular Plant,,,669670,Panicum acuminatum ssp. spretum,,Panic Grass,Present,,Unknown,Native,,Approved
ACAD,Vascular Plant,,,734493,Photinia X floribunda,,Purple Chokeberry,Present,,Occasional,Native,,In Review
ACAD,Vascular Plant,,,734498,Polypodium x triploidea,,,Unconfirmed,,,Native,,In Review
ACAD,Vascular Plant,,,734499,Rubus allegheniensis x setosus,,Hbrid blackbetty,Unconfirmed,,,Native,,In Review
ACAD,Vascular Plant,,,158213,Rubus recurvicaulis X setosus,,Dewberry,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,,,734500,Salix humilis X discolor,,willow,Unconfirmed,,,Native,,In Review
ACAD,Vascular Plant,,,734497,Schoenoplectus acutus x tabernaemontanii,,hybrid,Present,,Rare,Native,,In Review
ACAD,Vascular Plant,Acorales,Acoraceae,86940,Acorus americanus,,Sweetflag,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Alismatales,Alismataceae,86272,Alisma triviale,,Large Water Plantain,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Alismatales,Alismataceae,140791,Sagittaria graminea,,Grass-leaved Arrowhead,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Alismatales,Alismataceae,140792,Sagittaria latifolia,,Common Arrrowhead,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Alismatales,Araceae,148574,Arisaema triphyllum,,Northern Jack-in-the-pulpit,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Araceae,148597,Calla palustris,,Wild Calla,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Araceae,149500,Lemna trisulca,,Duckweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Alismatales,Araceae,148588,Symplocarpus foetidus,,Skunk Cabbage,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Alismatales,Hydrocharitaceae,141556,Najas flexilis,,Common Naiad,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Hydrocharitaceae,141557,Najas gracillima,,Slender Water Nymph,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Hydrocharitaceae,141507,Vallisneria americana,,Tapegrass,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Juncaginaceae,162639,Triglochin maritimum,,Seaside Arrowgrass,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Alismatales,Juncaginaceae,141548,Triglochin palustre,,Northern Arrowgrass,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141585,Potamogeton amplifolius,,Bigleaf Pondweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141587,Potamogeton bicupulatus,,Hair-like Pondweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141589,Potamogeton confervoides,,Alga Pondweed,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141591,Potamogeton epihydrus,,Surface Pondweed,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141597,Potamogeton gramineus,,Pondweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141570,Potamogeton natans,,Floating Pondweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141606,Potamogeton oakesianus,,Oakes' Pondweed,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141574,Potamogeton perfoliatus,,Clasping-leaved Pondweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,215141,Potamogeton pusillus var. gemmiparus,,"budding pondweed, small pondweed",Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,215145,Potamogeton pusillus var. tenuissimus,,Pondweed,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141612,Potamogeton spirillus,,Northern Snail-seed Pondweed,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141622,Potamogeton zosteriformis,,Flatstem Pondweed,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,287316,Stuckenia pectinatus,,Sago Pondweed,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Potamogetonaceae,141636,Zannichellia palustris,,Horned Pondweed,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Alismatales,Ruppiaceae,141631,Ruppia maritima,,Ditch-grass,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Scheuchzeriaceae,141544,Scheuchzeria palustris ssp. americana,,Bog Arrowgrass,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Alismatales,Zosteraceae,216200,Zostera marina var. stenophylla,,Eel-grass,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,133513,Aegopodium podagraria,,Goutweed,Present,,Occasional,Non-native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,132571,Angelica atropurpurea,,Purple-stem Angelica,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,132567,Angelica lucida,,Seaside Angelica,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,134751,Carum carvi,,Caraway,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,133393,Cicuta bulbifera,,Bulb-bearing Water Hemlock,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,133390,Cicuta maculata,,Water Hemlock,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,133402,Conioselinum chinense,,Hemlock Parsley,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,133413,Daucus carota,,"Wild Carrot, Queen Anne's Lace",Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,160214,Heracleum mantegazzianum,,Giant Hogweed,Present,,Rare,Non-native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,160212,Heracleum maximum,,Cow Parsnip,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,160324,Ligusticum scothicum,,Scotch Lovage,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,126359,Osmorhiza longistylis,,Aniseroot,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,126363,Pastinaca sativa,,Wild Parsnip,Unconfirmed,,,Non-native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,126396,Pimpinella saxifraga,,Burnett saxifrage,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,126431,Sanicula marilandica,,"Black Snakeroot, Sanicle",Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,133503,Sium suave,,Water Parsnip,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Apiales,Apiaceae,128085,Zizia aurea,,Golden Alexanders,Present,,Unknown,Native,,Approved
ACAD,Vascular Plant,Apiales,Araliaceae,132502,Aralia hispida,,Bristly Sarsaparilla,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Apiales,Araliaceae,132504,Aralia nudicaulis,,Wild Sarsaparilla,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Apiales,Araliaceae,132505,Aralia racemosa,,Spikenard,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Apiales,Araliaceae,132506,Aralia spinosa,,Hercule's Club,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Apiales,Araliaceae,133460,Hydrocotyle americana,,Water Pennywort,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Aquifoliales,Aquifoliaceae,131951,Ilex glabra,,Inkberry,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Aquifoliales,Aquifoliaceae,131955,Ilex verticillata,,"Winterberry, Black Alder",Present,,Common,Native,,Approved
ACAD,Vascular Plant,Aquifoliales,Aquifoliaceae,131990,Nemopanthus mucronatus,,Mountain Holly,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asparagales,Amaryllidaceae,208878,Allium schoenoprasum var. sibiricum,,Chives,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Asparagaceae,140583,Asparagus officinalis,,Asparagus,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Asparagales,Asparagaceae,157783,Maianthemum canadense,,Wild Lily-of-the-valley,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Asparagales,Asparagaceae,157787,Maianthemum racemosum,,False Solomon's Seal,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Asparagaceae,157789,Maianthemum stellatum,,Star-flowered Solomon's Seal,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Asparagales,Asparagaceae,157791,Maianthemum trifolium,,"Bog Solomonplume, Three-leaved Solomon's Seal",Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asparagales,Asparagaceae,141764,Polygonatum pubescens,,Small Solomon's Seal,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Asphodelaceae,141693,Hemerocallis fulva,,Orange Daylily,Present,,Unknown,Non-native,Cultivated,Approved
ACAD,Vascular Plant,Asparagales,Iridaceae,144287,Iris pseudacorus,,iris,Present,,Rare,Non-native,,Approved
ACAD,Vascular Plant,Asparagales,Iridaceae,213012,Iris setosa var. canadensis,,Beach-head Iris,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Iridaceae,144289,Iris versicolor,,"Northern Blue Flag, Iris",Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asparagales,Iridaceae,144339,Sisyrinchium angustifolium,,Common Blue-eyed Grass,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Iridaceae,144351,Sisyrinchium atlanticum,,Eastern Blue-eyed Grass,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Iridaceae,214823,Sisyrinchium montanum var. crebrum,,Strict Blue-eyed Grass,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Asparagales,Iridaceae,144337,Sisyrinchium mucronatum,,Needle-tip Blue-eyed Grass,Present,,Unknown,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147084,Arethusa bulbosa,,"Arethusa, Swamp Pink",Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147936,Calopogon tuberosus,,Grass Pink,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,210469,Coeloglossum viride var. virescens,,Frog Orchid,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147955,Corallorrhiza maculata,,Spotted Coralroot,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147959,Corallorrhiza trifida,,Early Coralroot,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147967,Cypripedium acaule,,"Common Lady's Slipper, Moccasin Flower",Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,156203,Cypripedium parviflorum,,Small Yellow Lady's Slipper,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,156207,Cypripedium pubescens,,Large Yellow Lady's Slipper,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147971,Cypripedium reginae,,Showy Lady's Slipper,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147074,Epipactis helleborine,,Helleborine,Present,,Uncommon,Non-native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,148033,Goodyera pubescens,,Downy Rattlesnake Plantain,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,148034,Goodyera repens,,Lesser Rattlesnake Plantain,Present,,Rare,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,148035,Goodyera tesselata,,Checkered Rattlesnake Plantain,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,149598,Liparis loeselii,,Loesel's Twayblade,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,149604,Listera auriculata,,Auricled Twayblade,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,149609,Listera convallarioides,,Broad-lipped Twayblade,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,149610,Listera cordata,,Heart-leaved Twayblade,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,149624,Malaxis unifolia,,Green Adder's Mouth,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147009,Platanthera clavellata,,Green Wood Orchis,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147011,Platanthera dilatata,,White Bog Orchis,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147012,Platanthera grandiflora,,Large Purple Fringed Orchis,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147000,Platanthera hookeri,,Hooker's Orchis,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147013,Platanthera hyperborea,,Northern Green Orchis,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147017,Platanthera lacera,,Green Fringed Orchis,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,146996,Platanthera obtusata,,Blunt-leaved Orchis,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,111119,Platanthera orbiculata var. macrophylla,,Large Round-leaved Orchis,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,111118,Platanthera orbiculata var. orbiculata,,Round-leaved Orchis,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,164197,Platanthera psycodes,,Small Purple Fringed Orchis,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147029,Pogonia ophioglossoides,,Rose Pogonia,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147032,Spiranthes cernua,,Nodding Ladies' Tresses,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,217722,Spiranthes lacera var. gracilis,,Slender Ladies Tresses,Not In Park,Historical,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147061,Spiranthes ochroleuca,,Nodding Ladies' Tresses,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asparagales,Orchidaceae,147064,Spiranthes romanzoffiana,,Hooded Ladies' Tresses,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,85139,Achillea millefolium var. millefolium,,"Yarrow, Milfoil",Present,,Common,Non-native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,207757,Achillea millefolium var. occidentalis,,"Yarrow, Milfoil",Not In Park,Historical,,Non-native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,133562,Achillea ptarmica,,Sneezeweed,Present,,Rare,Non-native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,141407,Ambrosia artemisiifolia,,Common Ragweed,Present,,Common,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,85181,Ambrosia artemisiifolia var. elatior,,Common Ragweed,Present,,Unknown,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,141436,Ambrosia trifida,,Great Ragweed,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,141444,Anaphalis margaritacea,,Pearly Everlasting,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,88609,Antennaria howellii ssp. canadensis,,Canada Pussytoes,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,88617,Antennaria howellii ssp. neodioica,,Smaller Pussytoes,Present,,Occasional,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,88629,Antennaria howellii ssp. petaloidea,,Pussytoes,Unconfirmed,,,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,135780,Antennaria neglecta,,Field Pussytoes,Present,,Uncommon,Native,,Approved
ACAD,Vascular Plant,Asterales,Asteraceae,89857,Antennaria parlinii ssp. fallax,,Pussytoes,Unconfirmed,,,Native,,Approved
