Park Code,Category,Order,Family,Taxa Code,Scientific Name,Synonyms,Common Name,Occurrence,Occurrence Tags,Abundance,Nativeness,Nativeness Tags,Record Status
ACAD,Mammal,Artiodactyla,Cervidae,95052,Alces alces,,Moose,Present,,Rare,Native,,Approved
ACAD,Mammal,Artiodactyla,Cervidae,95046,Odocoileus virginianus,,"Northern White-tailed Deer, Virginia Deer, White-tailed Deer",Present,,Abundant,Native,,Approved
ACAD,Mammal,Carnivora,Canidae,93340,Canis latrans,,"Coyote, Eastern Coyote",Present,,Common,Non-native,,Approved
ACAD,Mammal,Carnivora,Canidae,93337,Canis lupus,,"Eastern Timber Wolf, Gray Wolf, Timber Wolf",Unconfirmed,,,Native,,Approved
ACAD,Mammal,Carnivora,Canidae,93347,Vulpes vulpes,,"Black Fox, Cross Fox, Eastern Red Fox, Fox, Red Fox, Silver Fox",Present,,Common,Unknown,,Approved
ACAD,Mammal,Carnivora,Felidae,93325,Lynx canadensis,,Canada Lynx,Unconfirmed,,,Native,,Approved
ACAD,Mammal,Carnivora,Felidae,93322,Lynx rufus,,"Bay Lynx, Bobcat, Red Lynx, Wild Cat",Present,,,Non-native,,Approved
ACAD,Mammal,Carnivora,Mephitidae,93300,Mephitis mephitis,,"Eastern Skunk, Polecat, Striped Skunk",Not In Park,Historical,,Native,,Approved
ACAD,Mammal,Carnivora,Mustelidae,93311,Lutra canadensis,,"Otter, River Otter",Present,,Common,Native,,Approved
ACAD,Mammal,Carnivora,Mustelidae,93298,Martes pennanti,,"Blackcat, Fisher, Pekan",Present,,Rare,Native,,Approved
ACAD,Mammal,Carnivora,Mustelidae,93289,Mustela,,Weasel,Unconfirmed,,,Unknown,,In Review
ACAD,Mammal,Carnivora,Mustelidae,93292,Mustela erminea,,"Bonaparte Weasel, Bonaparte's Weasel, Ermine, Short-tailed Weasel",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Carnivora,Mustelidae,93293,Mustela frenata,,"Long-tailed Weasel, New York Weasel, Northern Long-tailed Weasel",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Carnivora,Mustelidae,151663,Mustela macrodon,,"Ancient Sea Mink, Big Sea Mink, Sea Mink",Unconfirmed,,,Native,,Approved
ACAD,Mammal,Carnivora,Mustelidae,93290,Mustela vison,,"American Mink, Mink",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Carnivora,Odobenidae,93385,Odobenus rosmarus,,Walrus,Unconfirmed,,,Non-native,,Approved
ACAD,Mammal,Carnivora,Phocidae,93401,Halichoerus grypus,,Gray Seal,Unconfirmed,,,Native,,Approved
ACAD,Mammal,Carnivora,Phocidae,93396,Phoca vitulina,,"Common Seal, Hair Seal, Harbor Seal",Unconfirmed,,,Native,,Approved
ACAD,Mammal,Carnivora,Procyonidae,93314,Procyon lotor,,"Common Raccoon, Raccoon",Present,,Common,Native,,Approved
ACAD,Mammal,Carnivora,Ursidae,93280,Ursus americanus,,Black Bear,Present,,Occasional,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88730,Eptesicus fuscus,,"Big Brown Bat, Common Brown Bat",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88737,Lasionycteris noctivagans,,Silver-haired Bat,Present,,Unknown,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88739,Lasiurus borealis,,"Eastern Red Bat, New York Bat, Northern Red Bat, Red Bat",Present,,Occasional,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88740,Lasiurus cinereus,,Hoary Bat,Present,,Unknown,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88707,Myotis keenii,,"Keen's Myotis, Northern Long-eared Bat, Northern Myotis, Say's Bat",Present,,Common,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88718,Myotis leibii,,"Eastern Small-footed Myotis, Small-footed Myotis",Not In Park,Historical,,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88706,Myotis lucifugus,,"Little Brown Bat, Little Brown Myotis",Present,,Common,Native,,Approved
ACAD,Mammal,Chiroptera,Vespertilionidae,88749,Pipistrellus subflavus,,"Eastern Pipistrelle, Northern Georgian Bat",Not In Park,False Report,,Non-native,,Approved
ACAD,Mammal,Eulipotyphla,Soricidae,88683,Blarina brevicauda,,"Mole Shrew, Northern Short-tailed Shrew, Short-tailed Shrew",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Eulipotyphla,Soricidae,88122,Sorex cinereus,,Masked Shrew,Present,,Abundant,Native,,Approved
ACAD,Mammal,Eulipotyphla,Soricidae,88657,Sorex fumeus,,"Northern Smoky Shrew, Smoky Shrew",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Eulipotyphla,Soricidae,88660,Sorex hoyi,,"Hoy's Pygmy Shrew, Pygmy Shrew, Thompson's Pygmy Shrew",Present,,Common,Native,,Approved
ACAD,Mammal,Eulipotyphla,Soricidae,88127,Sorex palustris,,"Northern Water Shrew, Water Shrew, White-lipped Water Shrew",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Eulipotyphla,Talpidae,88680,Condylura cristata,,Star-nosed Mole,Present,,Common,Native,,Approved
ACAD,Mammal,Eulipotyphla,Talpidae,88694,Parascalops breweri,,"Brewer's Mole, Hairy-tailed Mole",Unconfirmed,,,Native,,Approved
ACAD,Mammal,Lagomorpha,Leporidae,89638,Lepus americanus,,"Snowshoe Hare, Varying Hare",Present,,Common,Native,,Approved
ACAD,Mammal,Rodentia,Castoridae,90673,Castor canadensis,,"American Beaver, Beaver, Canadian Beaver",Present,,Common,Non-native,,Approved
ACAD,Mammal,Rodentia,Cricetidae,90763,Clethrionomys gapperi,,"Boreal Redback Vole, Red-backed Mouse, Red-backed Vole, Southern Red-backed Vole, White-Mountain Red-backed Mouse",Present,,Common,Native,,Approved
ACAD,Mammal,Rodentia,Cricetidae,90766,Microtus pennsylvanicus,,"Field Mouse, Meadow Mouse, Meadow Vole",Not In Park,Historical,,Native,,Approved
ACAD,Mammal,Rodentia,Cricetidae,91709,Ondatra zibethicus,,"Common Muskrat, Muskrat, Musquash, Water Rat",Not In Park,Historical,,Native,,Approved
ACAD,Mammal,Rodentia,Cricetidae,90745,Peromyscus leucopus,,White-footed Mouse,Present,,Common,Native,,Approved
ACAD,Mammal,Rodentia,Cricetidae,90743,Peromyscus maniculatus,,Deer Mouse,Present,,Abundant,Native,,Approved
ACAD,Mammal,Rodentia,Cricetidae,91716,Synaptomys cooperi,,"Cooper Lemming Mouse, Southern Bog Lemming",Present,,Rare,Native,,Approved
ACAD,Mammal,Rodentia,Dipodidae,91789,Napaeozapus insignis,,Woodland Jumping Mouse,Present,,Rare,Native,,Approved
ACAD,Mammal,Rodentia,Dipodidae,91784,Zapus hudsonius,,"Hudson Bay Jumping Mouse, Kangaroo Mouse, Meadow Jumping Mouse",Present,,Uncommon,Native,,Approved
ACAD,Mammal,Rodentia,Erethizontidae,91792,Erethizon dorsatum,,"Hedgehog, Porcupine",Present,,Common,Non-native,,Approved
ACAD,Mammal,Rodentia,Muridae,91762,Mus musculus,,House Mouse,Not In Park,Historical,,Non-native,,Approved
ACAD,Mammal,Rodentia,Muridae,91759,Rattus norvegicus,,"Brown Rat, Norway Rat",Unconfirmed,,,Non-native,,Approved
ACAD,Mammal,Rodentia,Sciuridae,89699,Glaucomys,,Glaucomys sp.,Unconfirmed,,,Non-native,,In Review
ACAD,Mammal,Rodentia,Sciuridae,89700,Glaucomys sabrinus,,"Mearns Flying Squirrel, Northern Flying Squirrel",Present,,Common,Native,,Approved
ACAD,Mammal,Rodentia,Sciuridae,89702,Glaucomys volans,,Southern Flying Squirrel,Unconfirmed,,,Non-native,,Approved
ACAD,Mammal,Rodentia,Sciuridae,89665,Marmota monax,,"Groundhog, New England Woodchuck, Woodchuck",Present,,Common,Non-native,,Approved
ACAD,Mammal,Rodentia,Sciuridae,89707,Sciurus carolinensis,,"Eastern Gray Squirrel, Gray Squirrel, Northern Gray Squirrel",Present,,Common,Non-native,,Approved
ACAD,Mammal,Rodentia,Sciuridae,90667,Tamias striatus,,"Northeastern Chipmunk, Striped Squirrel, Eastern Chipmunk, Ground Squirrel, Lyster Chipmunk",Present,,Abundant,Native,,Approved
ACAD,Mammal,Rodentia,Sciuridae,89697,Tamiasciurus hudsonicus,,"Chickaree, Red Squirrel",Present,,Common,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,79517,Accipiter cooperii,,Cooper's Hawk,Present,,Uncommon,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,79508,Accipiter gentilis,,"Eastern Goshawk, Goshawk, Northern Goshawk",Present,,Uncommon,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,79512,Accipiter striatus,,"Northern Sharp-shinned Hawk, Sharp-shinned Hawk",Present,,Common,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,80429,Aquila chrysaetos,,"American Golden Eagle, Golden Eagle",Present,,Occasional,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,79563,Buteo jamaicensis,,"Eastern Red-tailed Hawk, Red-tailed Hawk",Present,,Common,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,80391,Buteo lagopus,,"American Rough-legged Hawk, Rough-legged Hawk",Present,,Uncommon,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,79572,Buteo lineatus,,"Northern Red-shouldered Hawk, Red-shouldered Hawk",Present,,Occasional,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,79579,Buteo platypterus,,"Broad-winged Hawk, Northern Broad-winged Hawk",Present,,Common,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,79581,Buteo swainsoni,,Swainson's Hawk,Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,80455,Circus cyaneus,,"American Marsh Hawk, Marsh Hawk, Northern Harrier",Present,,Uncommon,Native,,Approved
ACAD,Bird,Accipitriformes,Accipitridae,80444,Haliaeetus leucocephalus,,"Bald Eagle, Northern Bald Eagle",Present,,Common,Native,,Approved
ACAD,Bird,Accipitriformes,Cathartidae,79468,Cathartes aura,,"Eastern Turkey Vulture, Turkey Vulture",Present,,Common,Native,,Approved
ACAD,Bird,Accipitriformes,Pandionidae,81838,Pandion haliaetus,,"American Osprey, Fish Hawk, Osprey",Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77836,Aix sponsa,,Wood Duck,Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77782,Anas acuta,,"American Pintail, Northern Pintail, Pintail",Present,,Rare,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77804,Anas americana,,"American Wigeon, Baldpate",Present,,Uncommon,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77806,Anas clypeata,,"Northern shoveler, Shoveller",Unconfirmed,,,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77790,Anas crecca,,Green-winged Teal,Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77795,Anas discors,,Blue-winged Teal,Present,,Uncommon,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77802,Anas penelope,,"Eurasian Wigeon, European Widgeon, Widgeon",Present,,Unknown,Non-native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77770,Anas platyrhynchos,,"Common Mallard, Mallard",Present,,Common,Unknown,,Approved
ACAD,Bird,Anseriformes,Anatidae,77775,Anas rubripes,,"American Black Duck, Black Duck, Common Black Duck, Red-legged Black Duck",Present,,Abundant,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77781,Anas strepera,,Gadwall,Present,,Unknown,Non-native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77723,Anser albifrons,,"Common White-fronted Goose, Greater White-fronted Goose",Present,,Occasional,Unknown,,Approved
ACAD,Bird,Anseriformes,Anatidae,78519,Aythya affinis,,"Lesser Scaup, Lesser Scaup Duck",Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Anseriformes,Anatidae,77839,Aythya americana,,Redhead,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78512,Aythya collaris,,Ring-necked Duck,Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78515,Aythya marila,,"Greater Scaup, Greater Scaup Duck",Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78513,Aythya valisineria,,Canvasback,Present,,Occasional,Non-native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77713,Branta bernicla,,"American Brant, Brant",Probably Present,,,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,76625,Branta canadensis,,"Canada Goose, Eastern Canada Goose",Present,,Common,Unknown,,Approved
ACAD,Bird,Anseriformes,Anatidae,78531,Bucephala albeola,,"Bufflehead, Buffle-head",Present,,Abundant,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78527,Bucephala clangula,,"American Golden-eye, Common Goldeneye",Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78530,Bucephala islandica,,Barrow's Goldeneye,Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Anseriformes,Anatidae,78538,Camptorhynchus labradorius,,Labrador Duck,Unconfirmed,,,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,77742,Chen caerulescens,,"Blue Goose, Snow Goose",Present,,Occasional,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78533,Clangula hyemalis,,"Long-tailed Duck, Old Squaw, Oldsquaw",Unconfirmed,,,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,76612,Cygnus columbianus,,"Tundra Swan, Whistling Swan",Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Anseriformes,Anatidae,78535,Histrionicus histrionicus,,"Eastern Harlequin Duck, Harlequin Duck",Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78573,Lophodytes cucullatus,,Hooded Merganser,Present,,Uncommon,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78551,Melanitta fusca,,"Eastern White-winged Scoter, White-winged Coot, White-winged Scoter",Unconfirmed,,,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78560,Melanitta nigra,,"American Common Scoter, American Scoter, Black Scoter, Butter-bill, Common Scoter",Unconfirmed,,,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78559,Melanitta perspicillata,,Surf Scoter,Unconfirmed,,,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78575,Mergus merganser,,"American Merganser, Common Merganser",Present,,Uncommon,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78577,Mergus serrator,,Red-breasted Merganser,Present,,Common,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78564,Oxyura jamaicensis,,"Northern Ruddy Duck, Ruddy Duck",Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Anseriformes,Anatidae,78542,Somateria mollissima,,"American Eider, Common Eider, Eider Duck, Northern Eider",Present,,Abundant,Native,,Approved
ACAD,Bird,Anseriformes,Anatidae,78548,Somateria spectabilis,,King Eider,Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Apodiformes,Apodidae,83046,Chaetura pelagica,,Chimney Swift,Present,,Common,Native,,Approved
ACAD,Bird,Apodiformes,Trochilidae,83884,Archilochus colubris,,Ruby-throated Hummingbird,Present,,Common,Native,,Approved
ACAD,Bird,Apodiformes,Trochilidae,83893,Selasphorus rufus,,Rufous Hummingbird,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Caprimulgiformes,Caprimulgidae,82999,Caprimulgus carolinensis,,Chuck-will's-widow,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Caprimulgiformes,Caprimulgidae,83000,Caprimulgus vociferus,,"Eastern Whip-poor-will, Whip-poor-will",Present,,Common,Native,,Approved
ACAD,Bird,Caprimulgiformes,Caprimulgidae,83019,Chordeiles minor,,"Common Nighthawk, Eastern Nighthawk",Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Alcidae,81897,Alca torda,,"Northern Razor-billed Auk, Razorbill",Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Charadriiformes,Alcidae,81909,Alle alle,,"Common Dovekie, Dovekie",Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Charadriiformes,Alcidae,81912,Cepphus grylle,,"Black Guillemot, Sea Pigeon, Southern Black Guillemot",Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Alcidae,81958,Fratercula arctica,,Atlantic Puffin,Unconfirmed,,,Unknown,,Approved
ACAD,Bird,Charadriiformes,Alcidae,81971,Pinguinus impennis,,Great Auk,Not In Park,Historical,,Native,,Approved
ACAD,Bird,Charadriiformes,Alcidae,81900,Uria aalge,,"Atlantic Murre, Common Murre",Not In Park,Historical,,Native,,Approved
ACAD,Bird,Charadriiformes,Alcidae,81904,Uria lomvia,,"Brunnich's Murre, Brunnich's Thick-billed Murre, Thick-billed Murre",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Charadriidae,77631,Charadrius melodus,,"Eastern Piping Plover, Piping Plover",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Charadriidae,77630,Charadrius semipalmatus,,"Ringed Plover, Semipalmated Plover, Semipalmated Ringed Plover",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Charadriidae,77646,Charadrius vociferus,,"Killdeer, Northern Killdeer",Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Charadriidae,77694,Pluvialis dominica,,"American Golden Plover, American Golden-Plover, Eastern American Golden Plover",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Charadriidae,77697,Pluvialis squatarola,,Black-bellied Plover,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Haematopodidae,77592,Haematopus palliatus,,"American Oystercatcher, Eastern American Oystercatcher",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81883,Chlidonias niger,,"American Black Tern, Black Tern",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81064,Larus argentatus,,"American Herring Gull, Herring Gull",Present,,Abundant,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81078,Larus atricilla,,Laughing Gull,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81071,Larus delawarensis,,Ring-billed Gull,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81061,Larus fuscus,,Lesser Black-backed Gull,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,80380,Larus glaucoides,,"Eastern Iceland Gull, Iceland Gull",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,80376,Larus hyperboreus,,"Eastern Glaucous Gull, Glaucous Gull",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,80384,Larus marinus,,Great Black-backed Gull,Present,,Abundant,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81082,Larus minutus,,Little Gull,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81080,Larus philadelphia,,Bonaparte's Gull,Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81079,Larus pipixcan,,Franklin's Gull,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81076,Larus ridibundus,,"Black-headed Gull, Western Black-headed Gull",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81094,Pagophila eburnea,,Ivory Gull,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81120,Rissa tridactyla,,"Atlantic Kittiwake, Black-legged Kittiwake",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,266845,Rynchops niger,,"Black Skimmer, Northern Black Skimmer",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81174,Sterna antillarum,,"Eastern Least Tern, Least Tern",Not In Park,Historical,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81175,Sterna caspia,,Caspian Tern,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81138,Sterna dougallii,,"Northern Roseate Tern, Roseate Tern",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81141,Sterna fuscata,,"Eastern Sooty Tern, Sooty Tern",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81134,Sterna hirundo,,"Common Tern, Northern Common Tern",Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81173,Sterna maxima,,Royal Tern,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81137,Sterna paradisaea,,Arctic Tern,Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Laridae,81110,Xema sabini,,"Northern Sabine's Gull, Sabine's Gull",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Recurvirostridae,80280,Recurvirostra americana,,"American Avocet, Avocet",Present,,Unknown,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79222,Actitis macularia,,Spotted Sandpiper,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,77702,Arenaria interpres,,Ruddy Turnstone,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79220,Bartramia longicauda,,"Bartramian Sandpiper, Upland Plover, Upland Sandpiper",Present,,Rare,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79284,Calidris alba,,Sanderling,Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79276,Calidris alpina,,"Dunlin, Red-backed Dunlin, Red-backed Sandpiper",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79269,Calidris bairdii,,Baird's Sandpiper,Not In Park,Historical,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79255,Calidris canutus,,"American Knot, Knot, Red Knot",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79268,Calidris fuscicollis,,White-rumped Sandpiper,Present,,Uncommon,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,266972,Calidris himantopus,,Stilt Sandpiper,Not In Park,Historical,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79259,Calidris maritima,,Purple Sandpiper,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79283,Calidris mauri,,Western Sandpiper,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79267,Calidris melanotos,,Pectoral Sandpiper,Present,,Rare,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79270,Calidris minutilla,,Least Sandpiper,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79282,Calidris pusilla,,Semipalmated Sandpiper,Present,,Abundant,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79250,Catoptrophorus semipalmatus,,"Eastern Willet, Willet",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,80257,Gallinago gallinago,,"Common Snipe, Wilson's Common Snipe, Wilson's Snipe",Present,,Rare,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79291,Limnodromus griseus,,"Eastern Dowitcher, Short-billed Dowitcher",Present,,Abundant,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79295,Limnodromus scolopaceus,,Long-billed Dowitcher,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79308,Limosa haemastica,,Hudsonian Godwit,Not In Park,Historical,,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79200,Numenius americanus,,"Long-billed Curlew, Southern Long-billed Curlew",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79214,Numenius borealis,,Eskimo Curlew,Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79206,Numenius phaeopus,,"Hudsonian Curlew, Hudsonian Whimbrel, Whimbrel",Present,,Rare,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,265861,Phalaropus fulicaria,,Red Phalarope,Not In Park,Historical,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,80295,Phalaropus lobatus,,"Northern Phalarope, Red-necked Phalarope",Unconfirmed,,,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,80296,Phalaropus tricolor,,Wilson's Phalarope,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79186,Scolopax minor,,American Woodcock,Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79231,Tringa flavipes,,"Lesser Yellowlegs, Lesser Yellow-legs",Present,,Uncommon,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79229,Tringa melanoleuca,,"Greater Yellowlegs, Greater Yellow-legs",Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Scolopacidae,79225,Tringa solitaria,,"Eastern Solitary Sandpiper, Solitary Sandpiper",Present,,Common,Native,,Approved
ACAD,Bird,Charadriiformes,Stercorariidae,80362,Catharacta skua,,Great Skua,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Stercorariidae,80360,Stercorarius longicaudus,,Long-tailed Jaeger,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Stercorariidae,80359,Stercorarius parasiticus,,Parasitic Jaeger,Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Charadriiformes,Stercorariidae,80358,Stercorarius pomarinus,,Pomarine Jaeger,Not In Park,False Report,,Non-native,,Approved
ACAD,Bird,Columbiformes,Columbidae,82677,Columba livia,,"Domestic Pigeon, Feral Pigeon, Pigeon, Rock Dove",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Columbiformes,Columbidae,82745,Ectopistes migratorius,,Passenger Pigeon,Unconfirmed,,,Native,,Approved
ACAD,Bird,Columbiformes,Columbidae,82737,Zenaida macroura,,"Eastern Mourning Dove, Mourning Dove",Present,,Common,Native,,Approved
ACAD,Bird,Coraciiformes,Alcedinidae,83980,Ceryle alcyon,,"Belted Kingfisher, Eastern Belted Kingfisher",Present,,Common,Native,,Approved
ACAD,Bird,Cuculiformes,Cuculidae,89102,Coccyzus americanus,,"Eastern Yellow-billed Cuckoo, Yellow-billed Cuckoo",Present,,Unknown,Non-native,,Approved
ACAD,Bird,Cuculiformes,Cuculidae,89105,Coccyzus erythropthalmus,,Black-billed Cuckoo,Present,,Rare,Native,,Approved
ACAD,Bird,Falconiformes,Falconidae,82533,Falco columbarius,,"Eastern Pigeon Hawk, Merlin, Pigeon Hawk",Present,,Common,Native,,Approved
ACAD,Bird,Falconiformes,Falconidae,81854,Falco peregrinus,,"American Peregrine Falcon, Duck Hawk, Peregrine Falcon",Present,,Uncommon,Non-native,,Approved
ACAD,Bird,Falconiformes,Falconidae,81847,Falco rusticolus,,"American Gyrfalcon, Gyrfalcon, White Gyrfalcon",Present,,Unknown,Non-native,,Approved
ACAD,Bird,Falconiformes,Falconidae,82543,Falco sparverius,,"American Kestrel, Eastern Sparrow Hawk, Northern Sparrow Hawk, Sparrow Hawk",Present,,Common,Native,,Approved
ACAD,Bird,Galliformes,Odontophoridae,84281,Colinus virginianus,,"Bob-white, Northern Bobwhite",Unconfirmed,,,Non-native,,Approved
ACAD,Bird,Galliformes,Phasianidae,83131,Bonasa umbellus,,"Canada Ruffed Grouse, Partridge, Ruffed Grouse, Timber Grouse",Present,,Common,Native,,Approved
